Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Numero da edicao (product.metafields.custom.numero_da_edicao),Lenda da caveira (product.metafields.custom.lenda)
kultu-040,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-040-b.jpg,2,"Garrafa KULTU by shazequin N.º 40 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-041,KULTU N.º 041,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-041,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-041-a.jpg,1,"Garrafa KULTU by shazequin N.º 41 — absinto de edição limitada, caveira pintada à mão",active,41,"[LENDA — texto próprio desta caveira, opcional]"
kultu-041,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-041-b.jpg,2,"Garrafa KULTU by shazequin N.º 41 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-042,KULTU N.º 042,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-042,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-042-a.jpg,1,"Garrafa KULTU by shazequin N.º 42 — absinto de edição limitada, caveira pintada à mão",active,42,"[LENDA — texto próprio desta caveira, opcional]"
kultu-042,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-042-b.jpg,2,"Garrafa KULTU by shazequin N.º 42 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-043,KULTU N.º 043,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-043,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-043-a.jpg,1,"Garrafa KULTU by shazequin N.º 43 — absinto de edição limitada, caveira pintada à mão",active,43,"[LENDA — texto próprio desta caveira, opcional]"
kultu-043,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-043-b.jpg,2,"Garrafa KULTU by shazequin N.º 43 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-044,KULTU N.º 044,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-044,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-044-a.jpg,1,"Garrafa KULTU by shazequin N.º 44 — absinto de edição limitada, caveira pintada à mão",active,44,"[LENDA — texto próprio desta caveira, opcional]"
kultu-044,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-044-b.jpg,2,"Garrafa KULTU by shazequin N.º 44 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-045,KULTU N.º 045,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-045,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-045-a.jpg,1,"Garrafa KULTU by shazequin N.º 45 — absinto de edição limitada, caveira pintada à mão",active,45,"[LENDA — texto próprio desta caveira, opcional]"
kultu-045,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-045-b.jpg,2,"Garrafa KULTU by shazequin N.º 45 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-046,KULTU N.º 046,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-046,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-046-a.jpg,1,"Garrafa KULTU by shazequin N.º 46 — absinto de edição limitada, caveira pintada à mão",active,46,"[LENDA — texto próprio desta caveira, opcional]"
kultu-046,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-046-b.jpg,2,"Garrafa KULTU by shazequin N.º 46 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-046,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-046-c.jpg,3,"Garrafa KULTU by shazequin N.º 46 — absinto de edição limitada, caveira pintada à mão (vista 3)",,,
kultu-046,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-046-d.jpg,4,"Garrafa KULTU by shazequin N.º 46 — absinto de edição limitada, caveira pintada à mão (vista 4)",,,
kultu-047,KULTU N.º 047,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-047,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-047-a.jpg,1,"Garrafa KULTU by shazequin N.º 47 — absinto de edição limitada, caveira pintada à mão",active,47,"[LENDA — texto próprio desta caveira, opcional]"
kultu-047,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-047-b.jpg,2,"Garrafa KULTU by shazequin N.º 47 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-048,KULTU N.º 048,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-048,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-048-a.jpg,1,"Garrafa KULTU by shazequin N.º 48 — absinto de edição limitada, caveira pintada à mão",active,48,"[LENDA — texto próprio desta caveira, opcional]"
kultu-048,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-048-b.jpg,2,"Garrafa KULTU by shazequin N.º 48 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-049,KULTU N.º 049,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-049,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-049-a.jpg,1,"Garrafa KULTU by shazequin N.º 49 — absinto de edição limitada, caveira pintada à mão",active,49,"[LENDA — texto próprio desta caveira, opcional]"
kultu-049,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-049-b.jpg,2,"Garrafa KULTU by shazequin N.º 49 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-050,KULTU N.º 050,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-050,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-050-a.jpg,1,"Garrafa KULTU by shazequin N.º 50 — absinto de edição limitada, caveira pintada à mão",active,50,"[LENDA — texto próprio desta caveira, opcional]"
kultu-050,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-050-b.jpg,2,"Garrafa KULTU by shazequin N.º 50 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-050,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-050-c.jpg,3,"Garrafa KULTU by shazequin N.º 50 — absinto de edição limitada, caveira pintada à mão (vista 3)",,,
kultu-051,KULTU N.º 051,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-051,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-051-a.jpg,1,"Garrafa KULTU by shazequin N.º 51 — absinto de edição limitada, caveira pintada à mão",active,51,"[LENDA — texto próprio desta caveira, opcional]"
kultu-051,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-051-b.jpg,2,"Garrafa KULTU by shazequin N.º 51 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-052,KULTU N.º 052,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-052,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-052-a.jpg,1,"Garrafa KULTU by shazequin N.º 52 — absinto de edição limitada, caveira pintada à mão",active,52,"[LENDA — texto próprio desta caveira, opcional]"
kultu-052,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-052-b.jpg,2,"Garrafa KULTU by shazequin N.º 52 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-053,KULTU N.º 053,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-053,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-053-a.jpg,1,"Garrafa KULTU by shazequin N.º 53 — absinto de edição limitada, caveira pintada à mão",active,53,"[LENDA — texto próprio desta caveira, opcional]"
kultu-053,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-053-b.jpg,2,"Garrafa KULTU by shazequin N.º 53 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
kultu-054,KULTU N.º 054,"<p><em>Cada caveira é uma obra de arte. Cada garrafa, um brinde à vida. Absinto de edição limitada, assinado por shazequin.</em></p><p>Esta garrafa não saiu de uma linha de produção — saiu das mãos de shazequin.</p><p>Inspirada no Día de Los Muertos, a caveira Kultu não celebra a morte: celebra a memória, a alegria e a vida que continua. Cada peça é pintada individualmente à mão, com técnica mista — acrílico, esmalte, óleo e spray, contorno de silicone e uma seleção própria de acessórios — o que garante que a sua garrafa é, literalmente, a única no mundo com aquele rosto.</p><p>Numerada manualmente, esta é uma edição limitada e exclusiva. Não haverá reedição. Quando esta tiragem acabar, acaba mesmo — e a sua garrafa passa a ser, também ela, uma peça de coleção.</p><p><em>Autêntica e única. Como você.</em></p><h3>Ficha técnica</h3><ul><li>Tipo de bebida: Absinto</li><li>Volume: 70 cl</li><li>Grau alcoólico: 80%</li><li>Edição: Limitada — numerada à mão</li><li>Técnica da garrafa: Acrílico, esmalte, óleo, spray, silicone</li><li>Artista: shazequin</li></ul><p><strong>Confirmação de idade obrigatória antes da compra. Venda proibida a menores de 18 anos. Consuma com responsabilidade.</strong></p>",KULTU by shazequin,Absinto,"kultu, absinto, edição limitada, peça única, pintado à mão, disponivel",TRUE,Title,Default Title,KULTU-054,shopify,1,deny,manual,399.00,TRUE,TRUE,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-054-a.jpg,1,"Garrafa KULTU by shazequin N.º 54 — absinto de edição limitada, caveira pintada à mão",active,54,"[LENDA — texto próprio desta caveira, opcional]"
kultu-054,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/antonio-p-sousa/expand/main/assets/produtos-hd/kultu-054-b.jpg,2,"Garrafa KULTU by shazequin N.º 54 — absinto de edição limitada, caveira pintada à mão (vista 2)",,,
